hs9	104928237	104781002	2.4
hs10	114046908	114044056	-2.2
hs6	151358557	151239999	2.7
hs15	80597937	80404350	2.8
hs7	140924764	140719327	2.1
hs7	80679277	80369575	-2.8
hs11	35232402	35138870	2.6
hs14	34714823	34706769	2.2
hs2	136118165	136114349	2.5
hs7	112206411	111726110	2.5
hs14	52695900	52639916	2.2
hs6	122784074	122779475	-4
hs10	89015785	88990531	2.3
hs13	28495128	28300344	4.4
hs5	151028993	151020438	3.4
hs7	81770438	81699006	-2.7
hs6	160113507	159969099	2.2
hs2	216695525	216672105	2.9
hs20	34511393	34363235	3.4
hs1	58784327	58780788	2.8
hs13	46211871	46125920	2.2
hs12	80937925	80792520	2.6
hs8	56011381	55879813	2.3
hs22	21867680	21754500	2.2
hs12	85882992	85874295	-4.6
hs17	81860694	81843159	3.1
hs5	60522120	58969038	2.1
hs5	68301821	68215720	2
hs8	42207724	42175233	8.5
hs1	198757283	198638671	2.1
hs7	6403977	6374523	3.8
hs7	101139266	101127089	2.4
hs2	40611053	40097270	2.1
hs13	36370180	36301638	2.1
hs10	69104811	69088106	2.3
hs15	39599466	39581079	2.1
hs14	68796253	68787660	3.9
