9	chr1	1020122	1056119	AGRN
596	chr1	1534777	1540360	TMEM240
602	chr1	2228694	2310213	SKI
603	chr1	2404801	2412571	PEX10
78	chr1	5862809	5992473	NPHP4
634	chr1	6424787	6460944	ESPN
645	chr1	7961653	7985282	PARK7
82	chr1	9943427	9985498	NMNAT1
82	chr1	10210705	10381603	KIF1B
10	chr1	10474945	10630761	PEX14
669	chr1	11012621	11025492	TARDBP
676	chr1	11934666	11975542	PLOD1
676	chr1	11980180	12013515	MFN2
702	chr1	15438441	15446658	CTRC
714	chr1	16985957	17011928	ATP13A2
89	chr1	17018725	17054170	SDHB
742	chr1	20633454	20651511	PINK1
742	chr1	20651766	20661544	DDOST
93	chr1	21217246	21345541	ECE1
749	chr1	21509364	21578412	ALPL
753	chr1	22117304	22143892	WNT4
765	chr1	23691778	23696426	RPL11
766	chr1	23795598	23800804	GALE
766	chr1	23801876	23838620	HMGCL
95	chr1	23845080	23868369	FUCA1
781	chr1	25800175	25818222	SEPN1
786	chr1	26432281	26471304	DHDDS
98	chr1	26696030	26782110	ARID1A
98	chr1	27098808	27155130	SLC9A1
835	chr1	32775238	32818032	YARS
850	chr1	34781188	34786366	GJB3
890	chr1	40072709	40097470	PPT1
892	chr1	40300490	40317388	COL9A2
896	chr1	40784011	40840452	KCNQ4
912	chr1	42925374	42959176	SLC2A1
115	chr1	44850521	44986722	EIF2B3
928	chr1	45012132	45015669	UROD
930	chr1	45329241	45340470	MUTYH
932	chr1	45500183	45511067	MMACHC
937	chr1	46188680	46220305	POMGNT1
945	chr1	47250138	47314147	STIL
123	chr1	52927228	53051617	SCP2
990	chr1	53196428	53214197	CPT2
1004	chr1	54998943	55008792	BSND
125	chr1	55039475	55064853	PCSK9
1068	chr1	63367589	63438562	ALG6
1070	chr1	63593275	63660246	PGM1
1107	chr1	68428823	68449959	RPE65
145	chr1	75724346	75763678	ACADM
1179	chr1	77888514	77943893	NEXN
161	chr1	92508695	92792404	EVI5
1293	chr1	92832036	92841924	RPL5
162	chr1	93992837	94121149	ABCA4
168	chr1	99850083	99924023	AGL
1349	chr1	100186921	100249853	DBT
171	chr1	102876466	103108496	COL11A1
176	chr1	108876980	108934335	GPSM2
1421	chr1	109603266	109613083	GNAT2
179	chr1	111775831	111989155	KCND3
180	chr1	113073208	113124720	LRIG2
181	chr1	113894748	113905119	AP4B1
1460	chr1	114704463	114716894	NRAS
183	chr1	115700004	115768805	CASQ2
184	chr1	116514533	116571093	CD58
187	chr1	119911552	120069703	NOTCH2
1698	chr1	145921556	145927536	RBM8A
1699	chr1	146017467	146021822	HFE2
26	chr1	146547488	146822034	HYDIN
216	chr1	150321478	150353228	PRPF3
1733	chr1	150549368	150560936	ADAMTSL4
1761	chr1	154161812	154192135	TPM3
1764	chr1	154567780	154579877	CHRNB2
1764	chr1	154582057	154627980	ADAR
1768	chr1	155139890	155140520	DPM3
27	chr1	155185823	155192915	MUC1
1769	chr1	155234447	155244862	GBA
221	chr1	156082545	156138757	LMNA
1776	chr1	156149943	156177751	SEMA4A
1781	chr1	156815749	156881850	NTRK1
225	chr1	160037466	160070261	KCNJ10
1806	chr1	160115729	160143584	ATP1A2
1807	chr1	160276808	160285151	PEX19
1814	chr1	161166390	161178011	PPOX
1815	chr1	161304734	161309972	MPZ
226	chr1	161314375	161364745	SDHC
1867	chr1	168055360	168056443	GCSH
234	chr1	169463910	169485970	SLC19A2
1878	chr1	169511953	169586531	F5
1890	chr1	171090876	171117819	FMO3
1902	chr1	172659044	172666872	FASLG
1911	chr1	173824658	173858544	DARS2
247	chr1	183186038	183245127	LAMC2
1985	chr1	183555561	183590921	NCF2
2054	chr1	192575726	192580029	RGS1
257	chr1	193121957	193254812	CDC73
260	chr1	196651877	196747504	CFH
2086	chr1	196774799	196794073	CFHR3
2086	chr1	196779161	196832189	CFHR1
2087	chr1	196888013	196918713	CFHR4
260	chr1	196977536	197009673	CFHR5
32	chr1	197084126	197146694	ASPM
261	chr1	197201461	197478455	CRB1
264	chr1	201039511	201112566	CACNA1S
2121	chr1	201359007	201377700	TNNT2
2142	chr1	204154815	204166337	REN
2142	chr1	204190340	204196491	KISS1
2170	chr1	207752037	207795516	CD46
2184	chr1	209614872	209652475	LAMB3
2185	chr1	209785622	209806175	IRF6
2198	chr1	211476521	211492917	RD3
34	chr1	215622893	216423396	USH2A
281	chr1	218345333	218444619	TGFB2
282	chr1	219685426	219958647	SLC30A10
285	chr1	222815088	223005995	DISP1
289	chr1	226870571	226896103	PSEN2
2316	chr1	226896887	226987545	ADCK3
2325	chr1	228149713	228159826	GJC2
2335	chr1	229431245	229434096	ACTA1
297	chr1	235661030	235866927	LYST
298	chr1	236394379	236484708	EDARADD
298	chr1	236686453	236764627	ACTN2
298	chr1	236795280	236903981	MTR
299	chr1	237042401	237833988	RYR2
2427	chr1	241497556	241519785	FH
4	chr1	243256004	243500091	SDCCAG8
78	chr10	6010693	6062370	IL2RA
85	chr10	13100081	13138276	OPTN
686	chr10	13277795	13300130	PHYH
90	chr10	18140676	18541759	CACNB2
97	chr10	25934072	26212536	MYO3A
98	chr10	26697665	26746797	PDSS1
114	chr10	43077068	43130349	RET
946	chr10	47322489	47326270	GDF2
946	chr10	47348370	47357875	RBP3
962	chr10	49454479	49539123	ERCC6
120	chr10	49614303	49693893	CHAT
15	chr10	53821178	55627942	PCDH15
1064	chr10	62811995	62819167	EGR2
1111	chr10	68988720	69016983	KIAA1279
1122	chr10	70431935	70441709	NODAL
1123	chr10	70597347	70602775	PRF1
141	chr10	71396933	71815947	CDH23
141	chr10	71816297	71851325	PSAP
1134	chr10	71964361	72013564	CHST3
143	chr10	73995192	74120156	VCL
144	chr10	74826412	75032622	KAT6B
147	chr10	77975148	78029540	POLR3A
1180	chr10	78033759	78056813	RPS24
1227	chr10	84245052	84259188	RGR
1246	chr10	86668448	86736067	LDB3
155	chr10	86756638	86925188	BMPR1A
1249	chr10	87050201	87095019	GLUD1
156	chr10	87863437	87968775	PTEN
1262	chr10	88761405	88778242	LIPN
1263	chr10	88935073	88991390	ACTA2
157	chr10	88969795	89015785	FAS
1278	chr10	90912099	90921275	ANKRD1
1299	chr10	93612587	93665672	PDE6C
1300	chr10	93757808	93798159	LGI1
164	chr10	95663395	95694143	TCTN3
1330	chr10	97737120	97760907	ZFYVE27
166	chr10	98416197	98446947	HPS1
20	chr10	98457076	99235875	HPSE2
1349	chr10	100232297	100267680	CWF19L1
169	chr10	100745710	100829941	PAX2
1355	chr10	100987535	100994401	C10orf2
1361	chr10	101770129	101780369	FGF8
1363	chr10	102065366	102068038	HPS6
172	chr10	104031287	104085880	COL17A1
1428	chr10	110567690	110604634	SMC3
178	chr10	110644396	110839469	RBM20
1431	chr10	110898729	110919366	BBIP1
187	chr10	119651369	119677817	BAG3
188	chr10	121478329	121598458	FGFR2
1519	chr10	122461524	122514908	HTRA1
1544	chr10	125788577	125823268	UROS
589	chr11	532241	535550	HRAS
598	chr11	1752751	1763992	CTSD
600	chr11	1995175	1997835	H19
601	chr11	2129111	2149603	IGF2
601	chr11	2159778	2161209	INS
601	chr11	2163928	2171805	TH
75	chr11	2444990	2849110	KCNQ1
75	chr11	2608327	2699998	KCNQ1OT1
75	chr11	2883217	2885765	CDKN1C
624	chr11	5225465	5227071	HBB
633	chr11	6390413	6394998	SMPD1
635	chr11	6612765	6619461	TPP1
82	chr11	9778666	10294207	SBF2
717	chr11	17385248	17389331	KCNJ11
89	chr11	17392884	17476845	ABCC8
718	chr11	17493894	17544416	USH1C
724	chr11	18278669	18322174	HPS5
731	chr11	19182029	19210571	CSRP3
742	chr11	20599399	20655064	SLC6A5
94	chr11	22193175	22283367	ANO5
757	chr11	22622532	22625841	FANCF
99	chr11	27654894	27722058	BDNF
827	chr11	31784791	31817961	PAX6
832	chr11	32387775	32435535	WT1
115	chr11	44075525	44245430	EXT2
115	chr11	44260727	44310166	ALX4
934	chr11	45804071	45813016	SLC35C1
935	chr11	45909668	45918123	PEX16
941	chr11	46719192	46739506	F2
945	chr11	47214941	47239218	DDB2
946	chr11	47331405	47352702	MYBPC3
118	chr11	47437756	47449178	RAPSN
1050	chr11	60971640	61020376	CD6
1053	chr11	61362000	61369503	TMEM138
1053	chr11	61392359	61398863	TMEM216
1053	chr11	61430124	61446767	SDHAF2
1057	chr11	61949883	61964463	BEST1
1062	chr11	62612740	62615121	ROM1
1063	chr11	62690261	62709619	BSCL2
134	chr11	64746388	64760715	PYGM
1079	chr11	64803513	64811294	MEN1
1086	chr11	65717672	65720938	RNASEH2C
1087	chr11	65866440	65872934	EFEMP2
1088	chr11	66016751	66026517	CATSPER1
1092	chr11	66509078	66533613	BBS1
1092	chr11	66563463	66568576	CTSF
136	chr11	66685248	66721399	SPTBN2
1094	chr11	66728747	66728847	SPTBN2
1095	chr11	66848525	66958376	PC
137	chr11	67364167	67374177	CLCF1
1099	chr11	67483033	67491108	AIP
138	chr11	68312639	68449275	LRP5
138	chr11	68754619	68841931	CPT1A
1117	chr11	69809967	69819424	FGF3
140	chr11	70467855	71224796	SHANK2
1130	chr11	71434410	71448431	DHCR7
141	chr11	72080330	72110782	LRTOMT
1136	chr11	72239076	72244176	PHOX2A
1149	chr11	73974670	73982844	UCP2
1153	chr11	74454840	74467555	KCNE3
146	chr11	77128263	77215241	MYO7A
147	chr11	78100941	78139653	ALG8
1248	chr11	86945674	86955398	FZD4
158	chr11	89177871	89295759	TYR
1316	chr11	95832879	95924207	MTMR2
176	chr11	108121530	108148164	ACAT1
176	chr11	108222831	108369099	ATM
178	chr11	110174879	110296712	RDX
