1	hs19	49869033	49878459
1	hs5	38937919	39074408
2	hs19	49869033	49878459
2	hs11	63838928	63911019
3	hs7	143288215	143307696
3	hs12	53006158	53042209
4	hs1	58780788	58784327
4	hs7	28299321	28825894
5	hs21	42199689	42297244
5	hs9	104781002	104928237
6	hs1	100186919	100249834
6	hs21	29024629	29054488
7	hs2	65227753	65271253
7	hs3	9792495	9807726
8	hs5	136132845	136188747
8	hs3	172039628	172401665
9	hs5	136132845	136188747
9	hs20	62877738	62937952
10	hs20	62877738	62937952
10	hs17	58003360	58007346
11	hs17	58003360	58007346
11	hs6	44387525	44450426
12	hs17	58003360	58007346
12	hs6	4021267	4064983
13	hs2	227472152	227561214
13	hs21	33642400	33899861
14	hs21	33642400	33899861
14	hs11	85957684	86069882
15	hs21	33642400	33899861
15	hs4	140257286	140385726
16	hs21	33642400	33899861
16	hs7	6374523	6403977
17	hs21	33642400	33899861
17	hs14	50117120	50231558
18	hs12	112418351	112509913
18	hs21	33642400	33899861
19	hs12	112418351	112509913
19	hs5	35048756	35230589
20	hs7	55019021	55256620
20	hs14	50117120	50231558
21	hs20	62816244	62841159
21	hs7	55019021	55256620
22	hs6	85607785	85643792
22	hs12	112418351	112509913
23	hs12	112418351	112509913
23	hs20	34363235	34511393
24	hs20	34363235	34511393
24	hs7	55019021	55256620
25	hs17	42402452	42423517
25	hs7	55019021	55256620
26	hs21	28928144	28992956
26	hs7	55019021	55256620
27	hs7	55019021	55256620
27	hs11	17077730	17207983
28	hs12	112418351	112509913
28	hs7	55019021	55256620
29	hs12	112418351	112509913
29	hs3	41194837	41260096
30	hs12	112418351	112509913
30	hs7	116672390	116798386
31	hs7	55019021	55256620
31	hs17	81843159	81860694
32	hs17	81843159	81860694
32	hs6	106184476	106325820
33	hs6	106184476	106325820
33	hs12	69585334	69601570
34	hs7	6374523	6403977
34	hs12	122271432	122422632
35	hs7	6374523	6403977
35	hs3	41194837	41260096
36	hs7	6374523	6403977
36	hs9	128683424	128696400
37	hs9	128683424	128696400
37	hs14	67359997	67386516
38	hs14	67359997	67386516
38	hs12	69585334	69601570
39	hs12	69585334	69601570
39	hs9	128683424	128696400
40	hs12	69585334	69601570
40	hs3	41194837	41260096
41	hs3	41194837	41260096
41	hs9	128683424	128696400
42	hs4	159104178	159360169
42	hs3	41194837	41260096
43	hs3	41194837	41260096
43	hs22	40044817	40335808
44	hs3	41194837	41260096
44	hs7	55019021	55256620
45	hs7	55019021	55256620
45	hs1	153457744	153460701
46	hs7	55019021	55256620
46	hs7	116672390	116798386
47	hs7	81699006	81770438
47	hs1	153457744	153460701
48	hs6	13621498	13711564
48	hs1	153457744	153460701
49	hs6	13621498	13711564
49	hs7	116672390	116798386
50	hs7	116672390	116798386
50	hs2	172427354	172506282
51	hs7	116672390	116798386
51	hs3	41194837	41260096
52	hs2	172427354	172506282
52	hs3	41194837	41260096
53	hs3	41194837	41260096
53	hs9	111896766	111935369
54	hs1	235131634	235328219
54	hs3	41194837	41260096
55	hs22	38483440	38507660
55	hs3	41194837	41260096
56	hs22	38483440	38507660
56	hs14	21351472	21384266
57	hs22	38483440	38507660
57	hs3	152243828	152465780
58	hs22	38483440	38507660
58	hs16	69565094	69704666
59	hs3	41194837	41260096
59	hs12	50175788	50283546
60	hs14	22836557	22849027
60	hs3	41194837	41260096
61	hs14	22836557	22849027
61	hs3	133932696	134052184
62	hs17	47117703	47189422
62	hs3	41194837	41260096
63	hs3	41194837	41260096
63	hs11	2129112	2149603
64	hs11	2129112	2149603
64	hs7	23310209	23470467
