hs9	104781002	104928237	2.3
hs21	42199689	42297244	2.9
hs12	6638075	6647460	-2
hs2	65227753	65271253	2.1
hs21	26835747	26845409	2.9
hs2	227472152	227561214	2.2
hs19	49869033	49878459	3
hs1	243488233	243851079	2.4
hs14	102922656	102933596	-2.1
hs18	9136228	9285985	2
hs1	235131634	235328219	2.2
hs3	9792495	9807726	2.2
hs6	106184476	106325820	2
hs2	62196113	62224731	2.1
hs21	39184176	39321559	2.4
hs19	1228287	1238027	-2.5
hs5	134845680	134859737	3.1
hs3	15206152	15252918	2.2
hs7	143288215	143307696	3.5
hs4	77157151	77433388	2
hs12	69585334	69601570	2.1
hs17	47117703	47189422	2
hs6	44387525	44450426	2.4
hs14	34706769	34714823	2
hs12	122271432	122422632	2.6
hs1	102876467	103108496	-3.5
hs20	62816244	62841159	-2.1
hs8	86484830	86561498	2.1
hs7	28299321	28825894	2
hs21	33589341	33643926	2.3
hs3	41194837	41260096	3
hs1	112396181	112463456	2.1
hs21	26466209	26573284	2.1
hs1	100186919	100249834	2.1
hs2	171434217	171485052	2.1
hs22	38483440	38507660	2
hs20	62877738	62937952	2
hs1	184690231	184754913	2
hs7	55019021	55256620	-2.3
hs14	67359997	67386516	2.1
hs12	53006158	53042209	2.2
hsX	47635521	47650604	2.5
hs14	99737693	99942060	2
hs1	150600851	150629612	2.7
hs10	32267751	32378798	2
hs19	42247572	42255157	2
hs6	122779475	122784074	-3.6
hs15	58771192	58861900	2.6
hs1	77779624	77879539	2.2
hs11	95768942	95790409	2
hs3	172039628	172401665	2
hs5	53480409	53487134	-2.1
hs17	59220467	59275967	2.3
hs7	23235967	23275108	2.2
hs6	47685864	47722021	2.1
hsX	2828788	2882818	-2
hs7	35632659	35695571	2.2
hs7	81699006	81770438	-2.6
hs6	125956781	125980244	2.4
hs4	82422564	82430225	2.1
hs21	14371115	14383484	2
hs11	2129112	2149603	2.4
hs7	23310209	23470467	2.6
hs21	39745407	39802096	2.3
hs12	98613405	98645113	2
hsX	118727572	118794539	2.2
hs19	17816512	17821574	-2
hs20	34363235	34511393	3.2
hs2	172427354	172506282	2.7
hs21	33642400	33899861	2.7
hs1	58780788	58784327	2
hs10	30012800	30115494	2.3
hs3	183635568	183684477	2
hs7	152134922	152436005	2
hs12	50175788	50283546	2
hs17	44034635	44067619	2.3
hs21	28928144	28992956	2.5
hs14	50418501	50561126	2.2
hs11	63838928	63911019	2.3
hs3	152243828	152465780	2.6
hs1	85018082	85048499	2.2
hs7	114922154	115019916	2.5
hs7	116672390	116798386	2.2
hs5	56919602	56971675	2.1
hs14	22836557	22849027	2.1
hs10	100969458	100987515	-3.7
hs17	57255851	57684685	2.4
hs17	58489529	58517905	2.2
hs8	17643795	17800917	2.7
hs16	69565094	69704666	2.7
hs2	189770323	189784371	2.1
hs17	81843159	81860694	3.5
hs14	96501433	96567111	3.2
hs3	101574095	101594437	2.3
hs6	143536845	143831185	3.6
hs11	85957684	86069882	2.4
hs11	17077730	17207983	2
hs21	41175231	41185239	3.4
hs5	35048756	35230589	2.1
hs6	4021267	4064983	2
hs10	24848607	24952604	-2
hs12	112418351	112509913	2.1
hs17	42402452	42423517	2.3
hs3	58332880	58426126	2
hs7	6374523	6403977	3.7
hs6	13621498	13711564	2.5
hs4	159104178	159360169	2.2
hs11	110174880	110296722	2.3
hs16	74621394	74666881	2.3
hs5	38937919	39074408	2
hs1	153457744	153460701	-5.4
hs4	140257286	140385726	2.6
hs12	100267140	100341724	2.2
hs3	50155045	50189075	2
hs9	128683424	128696400	4.3
hs11	116843402	117098437	2.8
hs6	73593379	73654155	2
hs18	36108532	36129385	2.5
hs2	40097270	40611053	2.1
hs3	133932696	134052184	2.4
hs5	136132845	136188747	2.5
hs21	33542618	33577481	2
hs14	50117120	50231558	2.2
hs17	58003360	58007346	2
hs20	43457928	43464247	3.6
hs18	26016253	26091217	2.1
hs2	181891833	181930738	4.1
hs14	21351472	21384266	2.3
hs6	85607785	85643792	2.2
hs14	70366496	70417061	2.5
hs1	61681046	61725423	2.2
hs12	82686880	83134870	2.1
hs12	88142296	88199887	3.1
hs22	40044817	40335808	2.9
hs1	179882042	179925000	2.7
hs19	16067021	16103005	2
hs1	247857199	247878205	2.3
hs22	30970677	30979395	2
hs9	111896766	111935369	2.4
hs1	162497251	162529629	2.2
hs21	29024629	29054488	2
hs2	61187463	61470769	2
hs5	32354350	32444761	2.3
hs19	36214602	36238774	2.1
hs7	99558406	99576453	2.4
